ISIN|PANZA L1|PANZA L2|PANZA L3|Name|Subindustry
TW0002454006|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|MediaTek Inc|Multimedia Semiconductors
BE0165385973|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Melexis NV|General Analog and Mixed Signal Semiconductors
US5950171042|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|Microchip Technology Incorporated|Other Processor Semiconductors
US5951121038|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|Micron Technology, Inc.|Volatile Memory Semiconductors
NO0003055501|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Nordic Semiconductor ASA|RF Analog and Mixed Signal Semiconductors
US67066G1040|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|NVIDIA Corporation|Video Multimedia Semiconductors
NL0009538784|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|NXP Semiconductors NV|General Analog and Mixed Signal Semiconductors
US6821891057|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|ON Semiconductor Corporation|Other Discrete Semiconductors
DE0006916604|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Pfeiffer Vacuum Technology AG|Compressor and Pumping Equipment Manufacturing
DE0006916604|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Pfeiffer Vacuum Technology AG|Compressor and Pumping Equipment Manufacturing
DE0006916604|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Pfeiffer Vacuum Technology AG|Compressor and Pumping Equipment Manufacturing
DE0007461006|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|PVA TePla AG|Other Front End Processing Equipment Makers
US7475251036|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|QUALCOMM Incorporated|Other Communications Semiconductors
KR7005930003|INDUSTRIALS|HARDWARE|DEVICES|Samsung Electronics Co., Ltd.|Diversified Technology Hardware
CH0406705126|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Sensirion Holding AG|Specialty Analog and Mixed Signal Semiconductors
DE000WAF3001|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Siltronic AG|Wafer Blank Makers and Equipment Manufacturing
SE0003917798|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|Sivers Semiconductors AB|Semiconductor Foundry Services
KR7000660001|INDUSTRIALS|HARDWARE|DIGITAL SEMICONDUCTORS|SK hynix Inc.|Volatile Memory Semiconductors
FR0013227113|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|SOITEC|Other Front End Processing Equipment Makers
NL0000226223|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|STMicroelectronics NV|General Analog and Mixed Signal Semiconductors
DE000A1K0235|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|SUESS MicroTec SE|Photolithography Equipment Manufacturing
JP3322930003|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|SUMCO Corporation|Wafer Blank Makers and Equipment Manufacturing
US8740391003|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR|Semiconductor Foundry Services
US8825081040|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Texas Instruments Incorporated|General Analog and Mixed Signal Semiconductors
TW0005347009|INDUSTRIALS|HARDWARE|MANUFACTURING SERVICES|Vanguard International Semiconductor Corp|Semiconductor Foundry Services
CH0311864901|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|VAT Group AG|Valves and Fluid Control Products
CH0311864901|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|VAT Group AG|Valves and Fluid Control Products
CH0311864901|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|VAT Group AG|Valves and Fluid Control Products
US9778521024|INDUSTRIALS|HARDWARE|ANALOG & MIXED SIGNAL|Wolfspeed Inc|Other Discrete Semiconductors
DE0005545503|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|1&1 AG|Western Europe Wireless Services
GB00BKDRYJ47|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Airtel Africa PLC|Middle East and Africa Wireless Services
GB0030913577|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|BT Group PLC|Western Europe Mixed Telecommunications Services
ES0105066007|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Cellnex Telecom SA|Wireless Infrastructure Services
DE0005557508|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Deutsche Telekom AG|Multi-Type United States Wireless Services
FI0009007884|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Elisa Oyj|Western Europe Mixed Telecommunications Services
FR0010221234|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Eutelsat Communications SA|International Fixed Satellite Services
DE000A0Z2ZZ5|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Freenet AG|Western Europe Wireless Services
GB00BQS10J50|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Gamma Communications PLC|Western Europe Wireline Services
GB00BJVQC708|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Helios Towers PLC|Wireless Infrastructure Services
IT0005090300|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Infrastrutture Wireless Italiane SpA|Wireless Infrastructure Services
NL0000009082|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Koninklijke KPN NV|Western Europe Mixed Telecommunications Services
SE0001174970|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Millicom International Cellular SA|Central and South America Mixed Telecom Services
PTZON0AM0006|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|NOS SGPS SA|Western Europe Mixed Telecommunications Services
BE0003735496|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Orange Belgium SA|Western Europe Mixed Telecommunications Services
FR0000133308|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Orange SA|Western Europe Mixed Telecommunications Services
BE0003810273|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Proximus SADP|Western Europe Mixed Telecommunications Services
IT0005054967|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|RAI Way SpA|Wireless Infrastructure Services
SE0016101844|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Sinch AB|Enhanced Telecommunications Services Software
CH0008742519|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Swisscom AG|Western Europe Mixed Telecommunications Services
SE0005190238|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Tele2 AB|Western Europe Mixed Telecommunications Services
IT0003497168|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telecom Italia SpA/Milano|Western Europe Mixed Telecommunications Services
IT0003497176|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telecom Italia SpA/Milano|Western Europe Mixed Telecommunications Services
DE000A1J5RX9|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telefonica Deutschland Holding AG|Western Europe Wireless Services
ES0178430E18|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telefonica SA|Western Europe Wireless Services
BE0003826436|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telenet Group Holding NV|Western Europe Wireline Services
NO0010063308|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telenor ASA|Asia (Excluding China) Wireless Services
SE0000667925|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Telia Co AB|Western Europe Mixed Telecommunications Services
DE0005089031|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|United Internet AG|Western Europe Mixed Telecommunications Services
GB00BH4HKS39|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO SERVICES|Vodafone Group PLC|Western Europe Wireless Services
FR0000031122|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|Air France-KLM|Europe Air Passenger Service Providers
DE0008232125|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|Deutsche Lufthansa AG|Europe Air Passenger Service Providers
GB00B7KR2P84|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|easyJet PLC|Europe Air Passenger Service Providers
FI0009003230|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|Finnair Oyj|Europe Air Passenger Service Providers
ES0177542018|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|International Consolidated Airlines Grou|Europe Air Passenger Service Providers
NO0010196140|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|Norwegian Air Shuttle ASA|Europe Air Passenger Service Providers
IE00BYTBXV33|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|Ryanair Holdings PLC|Europe Air Passenger Service Providers
SE0003366871|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|SAS AB|Europe Air Passenger Service Providers
JE00BN574F90|CONSUMER DISCRETIONARY|TRAVEL|AIRLINES|Wizz Air Holdings Plc|Europe Air Passenger Service Providers
FR0012789949|CONSUMER DISCRETIONARY|TRAVEL|CAR RENTAL|Europcar Mobility Group|Other Automotive Equipment Rental
GB00B41H7391|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|Redde Northgate PLC|Truck, Trailer and Recreational Vehicle Rental
DE0007231326|CONSUMER DISCRETIONARY|TRAVEL|CAR RENTAL|Sixt SE|Passenger Car Rental
DE0007231334|CONSUMER DISCRETIONARY|TRAVEL|CAR RENTAL|Sixt SE|Passenger Car Rental
GB0003452173|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Firstgroup PLC|Passenger Rail Transportation
GB0003753778|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Go-Ahead Group PLC/The|Passenger Rail Transportation
GB0006215205|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|National Express Group PLC|Bus Transportation
SE0007185418|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Nobina AB|Bus Transportation
GB00B6YTLS95|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Stagecoach Group PLC|Bus Transportation
IT0001233417|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|A2A SpA|International Electricity Generator Utilities
IT0001207098|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|ACEA SpA|International Electricity Generator Utilities
NO0010890312||||Aker Offshore Wind AS|
FR0000060402|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Albioma SA|Europe Biomass Wholesale Power
NO0003572802|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Arendals Fossekompani A/S|Multinational Wholesale Power
IT0004093263|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Ascopiave SpA|Europe Natural Gas Utilities
ES0136463017|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Audax Renovables SA|Europe Mixed Alternative Wholesale Power
CH0130293662|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|BKW AG|International Electricity Generator Utilities
GB00B033F229|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Centrica PLC|Other International Energy Utilities
GB00BF448H58|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|ContourGlobal PLC|Europe Fossil Fuel Wholesale Power
GB00B1VNSX38|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Drax Group PLC|Europe Biomass Wholesale Power
DE000ENAG999|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|E.ON SE|Europe, Middle East and Africa Electric Utilities
PTEDP0AM0009|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|EDP - Energias de Portugal SA|Europe, Middle East and Africa Electric Utilities
ES0127797019|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|EDP Renovaveis SA|Europe Wind Wholesale Power
FR0010242511|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Electricite de France SA|Europe, Middle East and Africa Electric Utilities
BE0003822393|CONSUMER NON-DISCRETIONARY|ELECTRICITY|TRANSMISSION|Elia Group SA/NV|Multinational Transmission, Dist., and Storage
DE0006095003|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Encavis AG|Europe Solar Wholesale Power
ES0130670112|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Endesa SA|Europe Mixed Wholesale Power
IT0003128367|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Enel SpA|Europe Mixed Wholesale Power
FR0010208488|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Engie SA|Other International Energy Utilities
IT0001157020|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|ERG SpA|Europe Mixed Alternative Wholesale Power
AT0000741053|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|EVN AG|International Electricity Generator Utilities
IT0003198790|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Falck Renewables SpA|Europe Wind Wholesale Power
NO0010815673|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Fjordkraft Holding ASA|Europe, Middle East and Africa Electric Utilities
FI0009007132|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Fortum Oyj|Europe Mixed Wholesale Power
DE000A255F11|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Friedrich Vorwerk Group SE|Europe Natural Gas Utilities
IT0001250932|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Hera SpA|Other International Energy Utilities
ES0144580Y14|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Iberdrola SA|Europe Mixed Wholesale Power
IT0003027817|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Iren SpA|Europe, Middle East and Africa Electric Utilities
IT0005211237|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Italgas SpA|Europe Natural Gas Utilities
GRS393503008|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|MYTILINEOS|International Electricity Generator Utilities
GB00BDR05C01|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|National Grid PLC|United States Northeast Electric Utilities
ES0116870314|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Naturgy Energy Group SA|International Natural Gas Utilities
FR0011675362|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Neoen SA|Multinational Wholesale Power
DK0060094928|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Orsted AS|Europe Wind Wholesale Power
GB00BNNTLN49|FINANCIALS|INSURANCE|INSURANCE|Pennon Group PLC|Europe, Middle East and Africa Water Utilities
DE000A0Z1JH9|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|PSI Software AG|Utilities Industry Software
ES0173093024|CONSUMER NON-DISCRETIONARY|ELECTRICITY|TRANSMISSION|Red Electrica Corp SA|Multinational Transmission, Dist., and Storage
PTREL0AM0008|CONSUMER NON-DISCRETIONARY|ELECTRICITY|TRANSMISSION|REN - Redes Energeticas Nacionais SGPS S|Multinational Transmission, Dist., and Storage
DE0007037129|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|RWE AG|Europe Mixed Wholesale Power
NO0010715139|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Scatec ASA|Middle East and Africa Solar Wholesale Power
GB00B1FH8J72|FINANCIALS|INSURANCE|INSURANCE|Severn Trent PLC|Europe, Middle East and Africa Water Utilities
ES0165386014|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Solaria Energia y Medio Ambiente SA|Europe Solar Wholesale Power
GB0007908733|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|SSE PLC|Europe, Middle East and Africa Electric Utilities
GB0008794710|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Telecom Plus PLC|Other International Energy Utilities
IT0003242622|CONSUMER NON-DISCRETIONARY|ELECTRICITY|TRANSMISSION|Terna - Rete Elettrica Nazionale|Multinational Transmission, Dist., and Storage
DE000UNSE018|CONSUMER NON-DISCRETIONARY|ELECTRICITY|FOSSIL & MIXED UTILITIES|Uniper SE|Europe Natural Gas Utilities
GB00B39J2M42|FINANCIALS|INSURANCE|INSURANCE|United Utilities Group PLC|Europe, Middle East and Africa Water Utilities
FR0000124141|FINANCIALS|INSURANCE|INSURANCE|Veolia Environnement SA|Multi-National Water Utilities
AT0000746409|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Verbund AG|Europe Hydroelectric Wholesale Power
FR0011995588|CONSUMER NON-DISCRETIONARY|ELECTRICITY|RENEWABLE|Voltalia SA|Latin America Wind Wholesale Power
NO0010894603|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Volue ASA|Utilities Industry Software
US1156372096|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - ALCOHOLIC DRINKS|Brown-Forman|Distilleries
US1890541097||||Clorox|Household Cleaning Products
US1912161007|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|Coca-Cola|Juices, Soft Drinks and Energy Drinks Production
US7134481081|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - FOOD & NON-ALCOHOLIC BEVERAGE|PepsiCo|Juices, Soft Drinks and Energy Drinks Production
US5184391044|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Estee Lauder|Skin Care Products
US5797802064||||McCormick|Other Soups, Sauces and Condiments Production
US7427181091|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|P&G|General Personal Care and Cleaning Products Makers
US1713401024|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PERSONAL CARE|Church & Dwight|General Personal Care and Cleaning Products Makers
US2358511028|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DIAGNOSTICS EQUIPMENT & CONSUMABLES|Danaher|Diversified Bioanalytical Instruments
US46120E6023|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Intuitive Surgical|Surgical Robotic Systems
US28176E1082|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Edwards Lifesciences|Cardiology Surgical Devices
US0758871091|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Becton Dickinson|Diversified Medical Devices and Instruments
US0718131099|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Baxter|Diversified Medical Devices and Instruments
US4364401012||||Hologic|Genetic Molecular Diagnostic Test Kits
US4781601046|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Johnson & Johnson|Diversified Biopharmaceuticals
US8716071076||||Synopsys|IC-Level Electronic Design Software
US1273871087||||Cadence Design Systems|Other Design and Engineering Software
US0530151036||||ADP|Other Human Resources Consulting and PEO Services
US55354G1004||||MSCI|Institutional Financial and Research Content Sites
US4612021034|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Intuit|Financial and Compliance ERP Software
IE00B4BNMY34|INDUSTRIALS|SOFTWARE|OUTSOURCING & CONSULTING|Accenture|General Information Technology (IT) Consulting
US6153691059|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|Moody's|Credit and Information Bureaus
US92345Y1064|INDUSTRIALS|SOFTWARE|SOFTWARE - INSURANCE|Verisk|Insurance Claims and Risk Management Services
US5949181045|INDUSTRIALS|SOFTWARE|SOFTWARE - GENERAL USE|Microsoft|General and Mixed-Type Software
US2944291051|INDUSTRIALS|SOFTWARE|SOFTWARE - FINANCIAL|Equifax|Credit and Information Bureaus
US31620M1062|FINANCIALS|BANKS|PAYMENTS|Fidelity National Information|Electronic Payment Processing
US00724F1012|INDUSTRIALS|SOFTWARE|SOFTWARE - MEDIA|Adobe|Multimedia Design and Engineering Software
US78573M1045|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Sabre|Transportation Industry Software
US6541061031|CONSUMER DISCRETIONARY|APPAREL|SPORTSWEAR|Nike|Athletic Footwear Production
US0231351067|CONSUMER DISCRETIONARY|APPAREL|GENERAL APPAREL|Amazon|Internet Department Stores
US02079K3059|CONSUMER DISCRETIONARY|ADVERTISING|SEARCH & SOCIAL MEDIA|Alphabet|Web Search Sites and Software
US09857L1089|CONSUMER DISCRETIONARY|TRAVEL|DISTRIBUTION|Booking|Travel Agencies
US30303M1027|CONSUMER DISCRETIONARY|ADVERTISING|SEARCH & SOCIAL MEDIA|Meta Platforms|Communication and Collaboration Content Sites
US0378331005|CONSUMER DISCRETIONARY|ENTERTAINMENT|CONSUMER ELECTRONICS|Apple|Smart Phone Manufacturing
US68902V1070|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Otis|Building Maintenance and Engineering Services
US92826C8394|FINANCIALS|BANKS|PAYMENTS|Visa|Electronic Payment Processing
US70450Y1038|FINANCIALS|BANKS|PAYMENTS|Paypal|Electronic Payment Processing
US45866F1049|FINANCIALS|WEALTH MANAGEMENT|EXCHANGES|Intercontinental Exchange|Securities Exchanges
US98978V1035|CONSUMER NON-DISCRETIONARY|STAPLES|BRANDED - PET|Zoetis|Veterinary Pharmaceuticals
US45168D1046||||IDEXX|Veterinary Diagnostics
IE00BZ12WP82|INDUSTRIALS|PROCESSED MATERIALS|INDUSTRIAL GASES|Linde|Diversified Industrial Gas Manufacturing
US5926881054|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DIAGNOSTICS EQUIPMENT & CONSUMABLES|Mettler-Toledo|Diversified Bioanalytical Instruments
US7766961061|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Roper Technologies|Multiple Industry-Specific Software
IE00BFRT3W74|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Allegion|Locks and Deadbolts Manufacturing
US03662Q1058|INDUSTRIALS|SOFTWARE|SOFTWARE - ELECTRONIC DESIGN|Ansys|Computer Aided Design (CAD) Software
US9418481035||||Waters|Scientific Analytical Instruments
US8835561023|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DIAGNOSTICS EQUIPMENT & CONSUMABLES|Thermo Fisher|Diversified Bioanalytical Instruments
US8636671013|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Stryker|Diversified Medical Devices and Instruments
US0028241000|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Abbott|Diversified Medical Devices and Instruments
